Tournament,Stage,Match Type,Match Name,Map,Team,Elimination,Detonated,Defused,Time Expiry (No Plant),Eliminated,Defused Failed,Detonation Denied,Time Expiry (Failed to Plant)
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,DetonatioN FocusMe vs Paper Rex,Split,Paper Rex,10,0,2,1,0,2,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,Rex Regum Qeon,3,3,1,0,7,2,3,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,T1,7,2,3,1,3,3,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,Rex Regum Qeon,2,0,0,0,8,0,5,0
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,T1,8,0,5,0,2,0,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,Rex Regum Qeon,9,3,5,0,13,1,5,0
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,T1,13,1,5,0,9,3,5,0
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Rex Regum Qeon vs Paper Rex,Haven,Rex Regum Qeon,6,2,0,0,10,1,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Rex Regum Qeon vs Paper Rex,Haven,Paper Rex,10,1,2,0,6,2,0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Rex Regum Qeon vs Paper Rex,Corrode,Rex Regum Qeon,6,3,4,0,6,3,1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Rex Regum Qeon vs Paper Rex,Corrode,Paper Rex,6,3,1,0,6,3,4,0
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Rex Regum Qeon vs Paper Rex,Breeze,Rex Regum Qeon,5,1,4,0,8,2,2,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Rex Regum Qeon vs Paper Rex,Breeze,Paper Rex,8,2,2,1,5,1,4,0
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Rex Regum Qeon vs Paper Rex,Pearl,Rex Regum Qeon,7,1,2,0,11,0,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Rex Regum Qeon vs Paper Rex,Pearl,Paper Rex,11,0,2,0,7,1,2,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,Trace Esports vs Wolves Esports,Abyss,Trace Esports,7,2,4,0,6,1,0,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,Trace Esports vs Wolves Esports,Abyss,Wolves Esports,6,1,0,0,7,2,4,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,Trace Esports vs Wolves Esports,Haven,Trace Esports,6,3,2,0,11,0,2,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,Trace Esports vs Wolves Esports,Haven,Wolves Esports,11,0,2,0,6,3,2,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,Trace Esports vs Wolves Esports,Bind,Trace Esports,2,2,1,0,9,0,3,1
VCT 2026: China Kickoff,Main Event,Upper Round 1,Trace Esports vs Wolves Esports,Bind,Wolves Esports,9,0,3,1,2,2,1,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,FunPlus Phoenix vs TYLOO,Pearl,FunPlus Phoenix,2,1,0,0,10,0,2,1
VCT 2026: China Kickoff,Main Event,Upper Round 1,FunPlus Phoenix vs TYLOO,Pearl,TYLOO,10,0,2,1,2,1,0,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,FunPlus Phoenix vs TYLOO,Haven,FunPlus Phoenix,4,0,0,0,12,0,1,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,FunPlus Phoenix vs TYLOO,Haven,TYLOO,12,0,1,0,4,0,0,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,All Gamers vs Nova Esports,Split,All Gamers,9,1,3,0,4,2,1,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,All Gamers vs Nova Esports,Split,Nova Esports,4,2,1,0,9,1,3,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,All Gamers vs Nova Esports,Pearl,All Gamers,11,2,3,0,10,1,3,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,All Gamers vs Nova Esports,Pearl,Nova Esports,10,1,3,0,11,2,3,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Titan Esports Club,Corrode,JDG Esports,8,1,4,0,5,0,0,1
VCT 2026: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Titan Esports Club,Corrode,Titan Esports Club,5,0,0,1,8,1,4,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Titan Esports Club,Haven,JDG Esports,4,1,1,0,7,2,4,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Titan Esports Club,Haven,Titan Esports Club,7,2,4,0,4,1,1,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Titan Esports Club,Abyss,JDG Esports,7,1,4,1,7,0,3,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Titan Esports Club,Abyss,Titan Esports Club,7,0,3,0,7,1,4,1
VCT 2026: China Kickoff,Main Event,Upper Round 2,Xi Lai Gaming vs Wolves Esports,Breeze,Xi Lai Gaming,10,1,0,2,1,0,2,1
VCT 2026: China Kickoff,Main Event,Upper Round 2,Xi Lai Gaming vs Wolves Esports,Breeze,Wolves Esports,1,0,2,1,10,1,0,2
VCT 2026: China Kickoff,Main Event,Upper Round 2,Xi Lai Gaming vs Wolves Esports,Abyss,Xi Lai Gaming,9,2,2,0,4,0,2,0
VCT 2026: China Kickoff,Main Event,Upper Round 2,Xi Lai Gaming vs Wolves Esports,Abyss,Wolves Esports,4,0,2,0,9,2,2,0
VCT 2026: China Kickoff,Main Event,Upper Round 2,EDward Gaming vs TYLOO,Abyss,EDward Gaming,11,1,1,0,3,0,2,0
VCT 2026: China Kickoff,Main Event,Upper Round 2,EDward Gaming vs TYLOO,Abyss,TYLOO,3,0,2,0,11,1,1,0
VCT 2026: China Kickoff,Main Event,Upper Round 2,EDward Gaming vs TYLOO,Bind,EDward Gaming,12,0,1,1,4,1,6,1
VCT 2026: China Kickoff,Main Event,Upper Round 2,EDward Gaming vs TYLOO,Bind,TYLOO,4,1,6,1,12,0,1,1
VCT 2026: China Kickoff,Main Event,Upper Round 2,Bilibili Gaming vs All Gamers,Split,Bilibili Gaming,7,1,0,2,10,1,1,1
VCT 2026: China Kickoff,Main Event,Upper Round 2,Bilibili Gaming vs All Gamers,Split,All Gamers,10,1,1,1,7,1,0,2
VCT 2026: China Kickoff,Main Event,Upper Round 2,Bilibili Gaming vs All Gamers,Abyss,Bilibili Gaming,2,0,1,0,10,2,1,0
VCT 2026: China Kickoff,Main Event,Upper Round 2,Bilibili Gaming vs All Gamers,Abyss,All Gamers,10,2,1,0,2,0,1,0
VCT 2026: China Kickoff,Main Event,Upper Round 2,Dragon Ranger Gaming vs JDG Esports,Abyss,Dragon Ranger Gaming,7,2,1,1,7,2,4,0
VCT 2026: China Kickoff,Main Event,Upper Round 2,Dragon Ranger Gaming vs JDG Esports,Abyss,JDG Esports,7,2,4,0,7,2,1,1
VCT 2026: China Kickoff,Main Event,Upper Round 2,Dragon Ranger Gaming vs JDG Esports,Breeze,Dragon Ranger Gaming,8,1,3,1,4,2,2,0
VCT 2026: China Kickoff,Main Event,Upper Round 2,Dragon Ranger Gaming vs JDG Esports,Breeze,JDG Esports,4,2,2,0,8,1,3,1
VCT 2026: China Kickoff,Main Event,Upper Round 2,Dragon Ranger Gaming vs JDG Esports,Corrode,Dragon Ranger Gaming,11,0,2,0,3,2,4,0
VCT 2026: China Kickoff,Main Event,Upper Round 2,Dragon Ranger Gaming vs JDG Esports,Corrode,JDG Esports,3,2,4,0,11,0,2,0
VCT 2026: China Kickoff,Main Event,Middle Round 1,Nova Esports vs TYLOO,Split,Nova Esports,6,1,3,0,8,2,3,0
VCT 2026: China Kickoff,Main Event,Middle Round 1,Nova Esports vs TYLOO,Split,TYLOO,8,2,3,0,6,1,3,0
VCT 2026: China Kickoff,Main Event,Middle Round 1,Nova Esports vs TYLOO,Corrode,Nova Esports,3,0,1,0,10,1,2,0
VCT 2026: China Kickoff,Main Event,Middle Round 1,Nova Esports vs TYLOO,Corrode,TYLOO,10,1,2,0,3,0,1,0
VCT 2026: China Kickoff,Main Event,Middle Round 1,Titan Esports Club vs Wolves Esports,Breeze,Titan Esports Club,11,0,2,0,5,2,3,1
VCT 2026: China Kickoff,Main Event,Middle Round 1,Titan Esports Club vs Wolves Esports,Breeze,Wolves Esports,5,2,3,1,11,0,2,0
VCT 2026: China Kickoff,Main Event,Middle Round 1,Titan Esports Club vs Wolves Esports,Bind,Titan Esports Club,5,1,1,0,9,0,2,2
VCT 2026: China Kickoff,Main Event,Middle Round 1,Titan Esports Club vs Wolves Esports,Bind,Wolves Esports,9,0,2,2,5,1,1,0
VCT 2026: China Kickoff,Main Event,Middle Round 1,Titan Esports Club vs Wolves Esports,Haven,Titan Esports Club,8,3,2,0,6,0,1,1
VCT 2026: China Kickoff,Main Event,Middle Round 1,Titan Esports Club vs Wolves Esports,Haven,Wolves Esports,6,0,1,1,8,3,2,0
VCT 2026: China Kickoff,Main Event,Middle Round 1,Trace Esports vs JDG Esports,Split,Trace Esports,10,1,2,0,6,1,2,2
VCT 2026: China Kickoff,Main Event,Middle Round 1,Trace Esports vs JDG Esports,Split,JDG Esports,6,1,2,2,10,1,2,0
VCT 2026: China Kickoff,Main Event,Middle Round 1,Trace Esports vs JDG Esports,Pearl,Trace Esports,2,0,1,0,10,2,1,0
VCT 2026: China Kickoff,Main Event,Middle Round 1,Trace Esports vs JDG Esports,Pearl,JDG Esports,10,2,1,0,2,0,1,0
VCT 2026: China Kickoff,Main Event,Middle Round 1,Trace Esports vs JDG Esports,Corrode,Trace Esports,9,2,2,0,3,0,1,0
VCT 2026: China Kickoff,Main Event,Middle Round 1,Trace Esports vs JDG Esports,Corrode,JDG Esports,3,0,1,0,9,2,2,0
VCT 2026: China Kickoff,Main Event,Middle Round 1,FunPlus Phoenix vs Bilibili Gaming,Pearl,FunPlus Phoenix,6,1,2,0,9,2,2,0
VCT 2026: China Kickoff,Main Event,Middle Round 1,FunPlus Phoenix vs Bilibili Gaming,Pearl,Bilibili Gaming,9,2,2,0,6,1,2,0
VCT 2026: China Kickoff,Main Event,Middle Round 1,FunPlus Phoenix vs Bilibili Gaming,Bind,FunPlus Phoenix,7,2,4,2,9,2,5,1
VCT 2026: China Kickoff,Main Event,Middle Round 1,FunPlus Phoenix vs Bilibili Gaming,Bind,Bilibili Gaming,9,2,5,1,7,2,4,2
VCT 2026: China Kickoff,Main Event,Middle Round 2,TYLOO vs Titan Esports Club,Corrode,TYLOO,8,1,1,0,6,3,2,2
VCT 2026: China Kickoff,Main Event,Middle Round 2,TYLOO vs Titan Esports Club,Corrode,Titan Esports Club,6,3,2,2,8,1,1,0
VCT 2026: China Kickoff,Main Event,Middle Round 2,TYLOO vs Titan Esports Club,Breeze,TYLOO,6,3,4,0,7,1,1,0
VCT 2026: China Kickoff,Main Event,Middle Round 2,TYLOO vs Titan Esports Club,Breeze,Titan Esports Club,7,1,1,0,6,3,4,0
VCT 2026: China Kickoff,Main Event,Middle Round 2,TYLOO vs Titan Esports Club,Split,TYLOO,8,2,3,0,5,2,2,0
VCT 2026: China Kickoff,Main Event,Middle Round 2,TYLOO vs Titan Esports Club,Split,Titan Esports Club,5,2,2,0,8,2,3,0
VCT 2026: China Kickoff,Main Event,Middle Round 2,Trace Esports vs Bilibili Gaming,Abyss,Trace Esports,3,4,3,0,9,3,1,0
VCT 2026: China Kickoff,Main Event,Middle Round 2,Trace Esports vs Bilibili Gaming,Abyss,Bilibili Gaming,9,3,1,0,3,4,3,0
VCT 2026: China Kickoff,Main Event,Middle Round 2,Trace Esports vs Bilibili Gaming,Breeze,Trace Esports,6,1,4,0,6,2,5,0
VCT 2026: China Kickoff,Main Event,Middle Round 2,Trace Esports vs Bilibili Gaming,Breeze,Bilibili Gaming,6,2,5,0,6,1,4,0
VCT 2026: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Abyss,Nova Esports,7,2,4,0,3,2,0,0
VCT 2026: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Abyss,Wolves Esports,3,2,0,0,7,2,4,0
VCT 2026: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Haven,Nova Esports,3,0,0,0,10,0,3,0
VCT 2026: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Haven,Wolves Esports,10,0,3,0,3,0,0,0
VCT 2026: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Pearl,Nova Esports,8,0,3,0,7,0,5,1
VCT 2026: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Pearl,Wolves Esports,7,0,5,1,8,0,3,0
VCT 2026: China Kickoff,Main Event,Upper Round 3,All Gamers vs Dragon Ranger Gaming,Corrode,All Gamers,3,1,3,0,8,2,3,0
VCT 2026: China Kickoff,Main Event,Upper Round 3,All Gamers vs Dragon Ranger Gaming,Corrode,Dragon Ranger Gaming,8,2,3,0,3,1,3,0
VCT 2026: China Kickoff,Main Event,Upper Round 3,All Gamers vs Dragon Ranger Gaming,Bind,All Gamers,10,0,2,3,11,1,1,0
VCT 2026: China Kickoff,Main Event,Upper Round 3,All Gamers vs Dragon Ranger Gaming,Bind,Dragon Ranger Gaming,11,1,1,0,10,0,2,3
VCT 2026: China Kickoff,Main Event,Upper Round 3,All Gamers vs Dragon Ranger Gaming,Abyss,All Gamers,9,2,2,0,6,2,2,0
VCT 2026: China Kickoff,Main Event,Upper Round 3,All Gamers vs Dragon Ranger Gaming,Abyss,Dragon Ranger Gaming,6,2,2,0,9,2,2,0
VCT 2026: China Kickoff,Main Event,Lower Round 1,JDG Esports vs FunPlus Phoenix,Pearl,JDG Esports,5,0,0,0,11,0,2,0
VCT 2026: China Kickoff,Main Event,Lower Round 1,JDG Esports vs FunPlus Phoenix,Pearl,FunPlus Phoenix,11,0,2,0,5,0,0,0
VCT 2026: China Kickoff,Main Event,Lower Round 1,JDG Esports vs FunPlus Phoenix,Bind,JDG Esports,9,0,2,2,3,0,0,0
VCT 2026: China Kickoff,Main Event,Lower Round 1,JDG Esports vs FunPlus Phoenix,Bind,FunPlus Phoenix,3,0,0,0,9,0,2,2
VCT 2026: China Kickoff,Main Event,Lower Round 1,JDG Esports vs FunPlus Phoenix,Haven,JDG Esports,9,1,3,0,6,1,0,0
VCT 2026: China Kickoff,Main Event,Lower Round 1,JDG Esports vs FunPlus Phoenix,Haven,FunPlus Phoenix,6,1,0,0,9,1,3,0
VCT 2026: China Kickoff,Main Event,Upper Round 3,Xi Lai Gaming vs EDward Gaming,Split,Xi Lai Gaming,6,2,5,0,4,1,0,0
VCT 2026: China Kickoff,Main Event,Upper Round 3,Xi Lai Gaming vs EDward Gaming,Split,EDward Gaming,4,1,0,0,6,2,5,0
VCT 2026: China Kickoff,Main Event,Upper Round 3,Xi Lai Gaming vs EDward Gaming,Pearl,Xi Lai Gaming,10,0,2,1,4,0,2,0
VCT 2026: China Kickoff,Main Event,Upper Round 3,Xi Lai Gaming vs EDward Gaming,Pearl,EDward Gaming,4,0,2,0,10,0,2,1
VCT 2026: China Kickoff,Main Event,Lower Round 2,Trace Esports vs Wolves Esports,Abyss,Trace Esports,7,1,4,0,8,2,4,0
VCT 2026: China Kickoff,Main Event,Lower Round 2,Trace Esports vs Wolves Esports,Abyss,Wolves Esports,8,2,4,0,7,1,4,0
VCT 2026: China Kickoff,Main Event,Lower Round 2,Trace Esports vs Wolves Esports,Bind,Trace Esports,9,2,2,0,7,1,0,0
VCT 2026: China Kickoff,Main Event,Lower Round 2,Trace Esports vs Wolves Esports,Bind,Wolves Esports,7,1,0,0,9,2,2,0
VCT 2026: China Kickoff,Main Event,Lower Round 2,Trace Esports vs Wolves Esports,Split,Trace Esports,10,3,0,0,3,2,1,0
VCT 2026: China Kickoff,Main Event,Lower Round 2,Trace Esports vs Wolves Esports,Split,Wolves Esports,3,2,1,0,10,3,0,0
VCT 2026: China Kickoff,Main Event,Middle Round 3,Dragon Ranger Gaming vs TYLOO,Corrode,Dragon Ranger Gaming,8,1,1,0,6,1,5,1
VCT 2026: China Kickoff,Main Event,Middle Round 3,Dragon Ranger Gaming vs TYLOO,Corrode,TYLOO,6,1,5,1,8,1,1,0
VCT 2026: China Kickoff,Main Event,Middle Round 3,Dragon Ranger Gaming vs TYLOO,Split,Dragon Ranger Gaming,8,3,1,1,5,0,1,0
VCT 2026: China Kickoff,Main Event,Middle Round 3,Dragon Ranger Gaming vs TYLOO,Split,TYLOO,5,0,1,0,8,3,1,1
VCT 2026: China Kickoff,Main Event,Middle Round 3,Dragon Ranger Gaming vs TYLOO,Pearl,Dragon Ranger Gaming,5,2,5,1,3,2,1,0
VCT 2026: China Kickoff,Main Event,Middle Round 3,Dragon Ranger Gaming vs TYLOO,Pearl,TYLOO,3,2,1,0,5,2,5,1
VCT 2026: China Kickoff,Main Event,Lower Round 2,Titan Esports Club vs JDG Esports,Bind,Titan Esports Club,7,4,2,0,2,1,2,0
VCT 2026: China Kickoff,Main Event,Lower Round 2,Titan Esports Club vs JDG Esports,Bind,JDG Esports,2,1,2,0,7,4,2,0
VCT 2026: China Kickoff,Main Event,Lower Round 2,Titan Esports Club vs JDG Esports,Haven,Titan Esports Club,4,1,5,0,7,2,3,1
VCT 2026: China Kickoff,Main Event,Lower Round 2,Titan Esports Club vs JDG Esports,Haven,JDG Esports,7,2,3,1,4,1,5,0
VCT 2026: China Kickoff,Main Event,Lower Round 2,Titan Esports Club vs JDG Esports,Split,Titan Esports Club,6,0,2,0,9,0,3,1
VCT 2026: China Kickoff,Main Event,Lower Round 2,Titan Esports Club vs JDG Esports,Split,JDG Esports,9,0,3,1,6,0,2,0
VCT 2026: China Kickoff,Main Event,Middle Round 3,EDward Gaming vs Bilibili Gaming,Abyss,EDward Gaming,4,3,0,0,8,1,4,0
VCT 2026: China Kickoff,Main Event,Middle Round 3,EDward Gaming vs Bilibili Gaming,Abyss,Bilibili Gaming,8,1,4,0,4,3,0,0
VCT 2026: China Kickoff,Main Event,Middle Round 3,EDward Gaming vs Bilibili Gaming,Haven,EDward Gaming,10,0,3,0,7,0,1,1
VCT 2026: China Kickoff,Main Event,Middle Round 3,EDward Gaming vs Bilibili Gaming,Haven,Bilibili Gaming,7,0,1,1,10,0,3,0
VCT 2026: China Kickoff,Main Event,Middle Round 3,EDward Gaming vs Bilibili Gaming,Breeze,EDward Gaming,3,1,0,1,10,2,1,0
VCT 2026: China Kickoff,Main Event,Middle Round 3,EDward Gaming vs Bilibili Gaming,Breeze,Bilibili Gaming,10,2,1,0,3,1,0,1
VCT 2026: China Kickoff,Main Event,Lower Round 3,TYLOO vs Trace Esports,Haven,TYLOO,10,1,2,0,2,4,1,0
VCT 2026: China Kickoff,Main Event,Lower Round 3,TYLOO vs Trace Esports,Haven,Trace Esports,2,4,1,0,10,1,2,0
VCT 2026: China Kickoff,Main Event,Lower Round 3,TYLOO vs Trace Esports,Abyss,TYLOO,10,0,4,0,6,1,5,0
VCT 2026: China Kickoff,Main Event,Lower Round 3,TYLOO vs Trace Esports,Abyss,Trace Esports,6,1,5,0,10,0,4,0
VCT 2026: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs JDG Esports,Abyss,EDward Gaming,10,1,2,0,4,0,2,0
VCT 2026: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs JDG Esports,Abyss,JDG Esports,4,0,2,0,10,1,2,0
VCT 2026: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs JDG Esports,Haven,EDward Gaming,6,0,0,0,8,0,5,0
VCT 2026: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs JDG Esports,Haven,JDG Esports,8,0,5,0,6,0,0,0
VCT 2026: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs JDG Esports,Corrode,EDward Gaming,12,0,1,0,5,0,0,0
VCT 2026: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs JDG Esports,Corrode,JDG Esports,5,0,0,0,12,0,1,0
VCT 2026: China Kickoff,Main Event,Middle Round 4,Dragon Ranger Gaming vs Bilibili Gaming,Split,Dragon Ranger Gaming,4,0,2,0,10,1,2,0
VCT 2026: China Kickoff,Main Event,Middle Round 4,Dragon Ranger Gaming vs Bilibili Gaming,Split,Bilibili Gaming,10,1,2,0,4,0,2,0
VCT 2026: China Kickoff,Main Event,Middle Round 4,Dragon Ranger Gaming vs Bilibili Gaming,Abyss,Dragon Ranger Gaming,1,1,0,0,8,0,4,1
VCT 2026: China Kickoff,Main Event,Middle Round 4,Dragon Ranger Gaming vs Bilibili Gaming,Abyss,Bilibili Gaming,8,0,4,1,1,1,0,0
VCT 2026: China Kickoff,Main Event,Lower Round 4,TYLOO vs EDward Gaming,Bind,TYLOO,9,0,2,2,3,0,0,0
VCT 2026: China Kickoff,Main Event,Lower Round 4,TYLOO vs EDward Gaming,Bind,EDward Gaming,3,0,0,0,9,0,2,2
VCT 2026: China Kickoff,Main Event,Lower Round 4,TYLOO vs EDward Gaming,Haven,TYLOO,5,3,1,0,9,0,3,1
VCT 2026: China Kickoff,Main Event,Lower Round 4,TYLOO vs EDward Gaming,Haven,EDward Gaming,9,0,3,1,5,3,1,0
VCT 2026: China Kickoff,Main Event,Lower Round 4,TYLOO vs EDward Gaming,Corrode,TYLOO,4,0,3,0,10,2,1,0
VCT 2026: China Kickoff,Main Event,Lower Round 4,TYLOO vs EDward Gaming,Corrode,EDward Gaming,10,2,1,0,4,0,3,0
VCT 2026: China Kickoff,Main Event,Lower Round 5,Dragon Ranger Gaming vs EDward Gaming,Split,Dragon Ranger Gaming,9,2,2,0,7,0,4,0
VCT 2026: China Kickoff,Main Event,Lower Round 5,Dragon Ranger Gaming vs EDward Gaming,Split,EDward Gaming,7,0,4,0,9,2,2,0
VCT 2026: China Kickoff,Main Event,Lower Round 5,Dragon Ranger Gaming vs EDward Gaming,Pearl,Dragon Ranger Gaming,1,0,1,0,11,2,0,0
VCT 2026: China Kickoff,Main Event,Lower Round 5,Dragon Ranger Gaming vs EDward Gaming,Pearl,EDward Gaming,11,2,0,0,1,0,1,0
VCT 2026: China Kickoff,Main Event,Lower Round 5,Dragon Ranger Gaming vs EDward Gaming,Corrode,Dragon Ranger Gaming,5,1,0,0,12,0,0,1
VCT 2026: China Kickoff,Main Event,Lower Round 5,Dragon Ranger Gaming vs EDward Gaming,Corrode,EDward Gaming,12,0,0,1,5,1,0,0
VCT 2026: China Kickoff,Main Event,Upper Final,All Gamers vs Xi Lai Gaming,Pearl,All Gamers,5,0,6,2,3,1,1,0
VCT 2026: China Kickoff,Main Event,Upper Final,All Gamers vs Xi Lai Gaming,Pearl,Xi Lai Gaming,3,1,1,0,5,0,6,2
VCT 2026: China Kickoff,Main Event,Upper Final,All Gamers vs Xi Lai Gaming,Split,All Gamers,8,0,3,2,9,0,2,0
VCT 2026: China Kickoff,Main Event,Upper Final,All Gamers vs Xi Lai Gaming,Split,Xi Lai Gaming,9,0,2,0,8,0,3,2
VCT 2026: China Kickoff,Main Event,Upper Final,All Gamers vs Xi Lai Gaming,Bind,All Gamers,4,0,1,2,9,2,2,0
VCT 2026: China Kickoff,Main Event,Upper Final,All Gamers vs Xi Lai Gaming,Bind,Xi Lai Gaming,9,2,2,0,4,0,1,2
VCT 2026: China Kickoff,Main Event,Upper Final,All Gamers vs Xi Lai Gaming,Abyss,All Gamers,1,0,5,0,7,3,2,1
VCT 2026: China Kickoff,Main Event,Upper Final,All Gamers vs Xi Lai Gaming,Abyss,Xi Lai Gaming,7,3,2,1,1,0,5,0
VCT 2026: China Kickoff,Main Event,Upper Final,All Gamers vs Xi Lai Gaming,Haven,All Gamers,9,0,3,1,6,2,2,0
VCT 2026: China Kickoff,Main Event,Upper Final,All Gamers vs Xi Lai Gaming,Haven,Xi Lai Gaming,6,2,2,0,9,0,3,1
VCT 2026: China Kickoff,Main Event,Middle Final,Xi Lai Gaming vs Bilibili Gaming,Abyss,Xi Lai Gaming,6,4,4,0,8,3,4,1
VCT 2026: China Kickoff,Main Event,Middle Final,Xi Lai Gaming vs Bilibili Gaming,Abyss,Bilibili Gaming,8,3,4,1,6,4,4,0
VCT 2026: China Kickoff,Main Event,Middle Final,Xi Lai Gaming vs Bilibili Gaming,Bind,Xi Lai Gaming,8,1,4,0,4,0,0,0
VCT 2026: China Kickoff,Main Event,Middle Final,Xi Lai Gaming vs Bilibili Gaming,Bind,Bilibili Gaming,4,0,0,0,8,1,4,0
VCT 2026: China Kickoff,Main Event,Middle Final,Xi Lai Gaming vs Bilibili Gaming,Breeze,Xi Lai Gaming,7,1,3,1,10,1,2,1
VCT 2026: China Kickoff,Main Event,Middle Final,Xi Lai Gaming vs Bilibili Gaming,Breeze,Bilibili Gaming,10,1,2,1,7,1,3,1
VCT 2026: China Kickoff,Main Event,Middle Final,Xi Lai Gaming vs Bilibili Gaming,Pearl,Xi Lai Gaming,4,1,8,0,8,0,1,2
VCT 2026: China Kickoff,Main Event,Middle Final,Xi Lai Gaming vs Bilibili Gaming,Pearl,Bilibili Gaming,8,0,1,2,4,1,8,0
VCT 2026: China Kickoff,Main Event,Middle Final,Xi Lai Gaming vs Bilibili Gaming,Split,Xi Lai Gaming,9,0,2,2,4,0,0,0
VCT 2026: China Kickoff,Main Event,Middle Final,Xi Lai Gaming vs Bilibili Gaming,Split,Bilibili Gaming,4,0,0,0,9,0,2,2
VCT 2026: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Pearl,Bilibili Gaming,7,1,3,2,5,1,2,1
VCT 2026: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Pearl,EDward Gaming,5,1,2,1,7,1,3,2
VCT 2026: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Haven,Bilibili Gaming,9,0,0,1,11,1,1,0
VCT 2026: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Haven,EDward Gaming,11,1,1,0,9,0,0,1
VCT 2026: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Abyss,Bilibili Gaming,7,1,1,1,12,0,1,0
VCT 2026: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Abyss,EDward Gaming,12,0,1,0,7,1,1,1
VCT 2026: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Split,Bilibili Gaming,4,0,2,0,11,1,1,0
VCT 2026: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Split,EDward Gaming,11,1,1,0,4,0,2,0
