Tournament,Stage,Match Type,Match Name,Map,Team,Type,Initiated,Won
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Breeze,KRÜ Esports,$ (won),0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Breeze,KRÜ Esports,$$ (won),6,3
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Breeze,KRÜ Esports,$$$ (won),11,5
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Breeze,FURIA,Pistol Won,,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Breeze,FURIA,Eco (won),2,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Breeze,FURIA,$ (won),2,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Breeze,FURIA,$$ (won),3,3
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Breeze,FURIA,$$$ (won),14,7
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Abyss,KRÜ Esports,Pistol Won,,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Abyss,KRÜ Esports,Eco (won),4,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Abyss,KRÜ Esports,$ (won),0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Abyss,KRÜ Esports,$$ (won),6,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Abyss,KRÜ Esports,$$$ (won),8,3
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Abyss,FURIA,Pistol Won,,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Abyss,FURIA,Eco (won),3,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Abyss,FURIA,$ (won),0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Abyss,FURIA,$$ (won),3,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Abyss,FURIA,$$$ (won),12,10
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,All Maps,KRÜ Esports,Pistol Won,,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,All Maps,KRÜ Esports,Eco (won),12,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,All Maps,KRÜ Esports,$ (won),3,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,All Maps,KRÜ Esports,$$ (won),12,4
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,All Maps,KRÜ Esports,$$$ (won),35,19
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,All Maps,FURIA,Pistol Won,,6
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,All Maps,FURIA,Eco (won),7,6
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,All Maps,FURIA,$ (won),2,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,All Maps,FURIA,$$ (won),13,7
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,All Maps,FURIA,$$$ (won),40,22
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Bind,100 Thieves,Pistol Won,,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Bind,100 Thieves,Eco (won),4,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Bind,100 Thieves,$ (won),1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Bind,100 Thieves,$$ (won),3,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Bind,100 Thieves,$$$ (won),14,9
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Bind,LEVIATÁN,Pistol Won,,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Bind,LEVIATÁN,Eco (won),3,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Bind,LEVIATÁN,$ (won),3,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Bind,LEVIATÁN,$$ (won),4,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Bind,LEVIATÁN,$$$ (won),12,6
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Pearl,100 Thieves,Pistol Won,,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Pearl,100 Thieves,Eco (won),4,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Pearl,100 Thieves,$ (won),1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Pearl,100 Thieves,$$ (won),6,4
