Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Method,Outcome
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,20,G2 Esports,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,21,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,21,G2 Esports,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,22,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,22,G2 Esports,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,1,G2 Esports,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,1,Paper Rex,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,2,G2 Esports,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,2,Paper Rex,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,3,Paper Rex,Defused,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,3,G2 Esports,Detonated Denied,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,4,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,4,G2 Esports,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,5,Paper Rex,Defused,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,5,G2 Esports,Detonated Denied,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,6,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,6,G2 Esports,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,7,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,7,G2 Esports,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,8,G2 Esports,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,8,Paper Rex,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,9,Paper Rex,Defused,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,9,G2 Esports,Detonated Denied,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,10,G2 Esports,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,10,Paper Rex,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,11,Paper Rex,Defused,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,11,G2 Esports,Detonated Denied,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,12,G2 Esports,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,12,Paper Rex,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,13,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,13,G2 Esports,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,14,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,14,G2 Esports,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,15,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,15,G2 Esports,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,16,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,16,G2 Esports,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,17,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,17,G2 Esports,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,18,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,18,G2 Esports,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,1,Team Liquid,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,1,T1,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,2,T1,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,2,Team Liquid,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,3,Team Liquid,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,3,T1,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,4,T1,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,4,Team Liquid,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,5,Team Liquid,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,5,T1,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,6,Team Liquid,Defused,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,6,T1,Detonated Denied,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,7,Team Liquid,Defused,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,7,T1,Detonated Denied,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,8,Team Liquid,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,8,T1,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,9,Team Liquid,Defused,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,9,T1,Detonated Denied,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,10,Team Liquid,Defused,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,10,T1,Detonated Denied,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,11,T1,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,11,Team Liquid,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,12,T1,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,12,Team Liquid,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,13,T1,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,13,Team Liquid,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,14,T1,Defused,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,14,Team Liquid,Detonated Denied,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,15,Team Liquid,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,15,T1,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,16,Team Liquid,Detonated,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,16,T1,Failed Defused,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,17,Team Liquid,Detonated,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,17,T1,Failed Defused,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,18,Team Liquid,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,18,T1,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,19,T1,Defused,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,19,Team Liquid,Detonated Denied,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,20,T1,Defused,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,20,Team Liquid,Detonated Denied,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,21,Team Liquid,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,21,T1,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,1,T1,Defused,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,1,Team Liquid,Detonated Denied,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,2,Team Liquid,Detonated,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,2,T1,Failed Defused,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,3,Team Liquid,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,3,T1,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,4,Team Liquid,Detonated,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,4,T1,Failed Defused,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,5,T1,Defused,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,5,Team Liquid,Detonated Denied,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,6,T1,Defused,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,6,Team Liquid,Detonated Denied,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,7,T1,Defused,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,7,Team Liquid,Detonated Denied,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,8,T1,Time Expiry (No Plant),Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,8,Team Liquid,Time Expiry (Failed to Plant),Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,9,Team Liquid,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,9,T1,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,10,T1,Defused,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,10,Team Liquid,Detonated Denied,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,11,T1,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,11,Team Liquid,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,12,Team Liquid,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,12,T1,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,13,T1,Detonated,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,13,Team Liquid,Failed Defused,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,14,T1,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,14,Team Liquid,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,15,Team Liquid,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,15,T1,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,16,Team Liquid,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,16,T1,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,17,T1,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,17,Team Liquid,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,18,T1,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,18,Team Liquid,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,19,Team Liquid,Defused,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,19,T1,Detonated Denied,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,20,Team Liquid,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,20,T1,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,21,Team Liquid,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,21,T1,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,22,T1,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,22,Team Liquid,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,23,Team Liquid,Defused,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,23,T1,Detonated Denied,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,24,Team Liquid,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,24,T1,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,25,Team Liquid,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,25,T1,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,26,T1,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,26,Team Liquid,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,27,Team Liquid,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,27,T1,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,28,Team Liquid,Defused,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,28,T1,Detonated Denied,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,1,Mega Minors,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,1,Paper Rex,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,2,Mega Minors,Detonated,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,2,Paper Rex,Failed Defused,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,3,Mega Minors,Detonated,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,3,Paper Rex,Failed Defused,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,4,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,4,Mega Minors,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,5,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,5,Mega Minors,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,6,Paper Rex,Defused,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,6,Mega Minors,Detonated Denied,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,7,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,7,Mega Minors,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,8,Mega Minors,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,8,Paper Rex,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,9,Mega Minors,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,9,Paper Rex,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,10,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,10,Mega Minors,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,11,Mega Minors,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,11,Paper Rex,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,12,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,12,Mega Minors,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,13,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,13,Mega Minors,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,14,Paper Rex,Detonated,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,14,Mega Minors,Failed Defused,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,15,Mega Minors,Defused,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,15,Paper Rex,Detonated Denied,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,16,Mega Minors,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,16,Paper Rex,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,17,Mega Minors,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,17,Paper Rex,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,18,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,18,Mega Minors,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,19,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,19,Mega Minors,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,20,Paper Rex,Detonated,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,20,Mega Minors,Failed Defused,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,21,Mega Minors,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,21,Paper Rex,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,22,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,22,Mega Minors,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,23,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,23,Mega Minors,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,1,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,1,Mega Minors,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,2,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,2,Mega Minors,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,3,Mega Minors,Detonated,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,3,Paper Rex,Failed Defused,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,4,Mega Minors,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,4,Paper Rex,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,5,Mega Minors,Detonated,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,5,Paper Rex,Failed Defused,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,6,Paper Rex,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,6,Mega Minors,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,7,Paper Rex,Defused,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,7,Mega Minors,Detonated Denied,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,8,Mega Minors,Detonated,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,8,Paper Rex,Failed Defused,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,9,Mega Minors,Elimination,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,9,Paper Rex,Eliminated,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,10,Mega Minors,Elimination,Win
