Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Split,Global Esports,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Split,Global Esports,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Split,Global Esports,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Split,Global Esports,veto,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Corrode,ZETA DIVISION,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Corrode,ZETA DIVISION,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Corrode,ZETA DIVISION,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Corrode,ZETA DIVISION,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Corrode,ZETA DIVISION,neon,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Corrode,FULL SENSE,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Corrode,FULL SENSE,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Corrode,FULL SENSE,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Corrode,FULL SENSE,waylay,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Corrode,FULL SENSE,cypher,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Abyss,VARREL,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Abyss,VARREL,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Abyss,VARREL,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Abyss,VARREL,veto,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Abyss,VARREL,harbor,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Abyss,Global Esports,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Abyss,Global Esports,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Abyss,Global Esports,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Abyss,Global Esports,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Abyss,Global Esports,veto,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Abyss,DetonatioN FocusMe,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Abyss,DetonatioN FocusMe,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Abyss,DetonatioN FocusMe,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Abyss,DetonatioN FocusMe,veto,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Abyss,DetonatioN FocusMe,waylay,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Abyss,Gen.G,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Abyss,Gen.G,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Abyss,Gen.G,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Abyss,Gen.G,veto,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Abyss,Gen.G,waylay,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Pearl,DetonatioN FocusMe,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Pearl,DetonatioN FocusMe,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Pearl,DetonatioN FocusMe,neon,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Pearl,DetonatioN FocusMe,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Pearl,DetonatioN FocusMe,killjoy,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Pearl,Gen.G,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Pearl,Gen.G,neon,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Pearl,Gen.G,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Pearl,Gen.G,killjoy,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Pearl,Gen.G,tejo,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,T1,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,T1,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,T1,neon,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,T1,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,T1,killjoy,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,Nongshim RedForce,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,Nongshim RedForce,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,Nongshim RedForce,neon,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,Nongshim RedForce,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,Nongshim RedForce,killjoy,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,Rex Regum Qeon,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,Rex Regum Qeon,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,Rex Regum Qeon,neon,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,Rex Regum Qeon,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,Rex Regum Qeon,killjoy,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,DetonatioN FocusMe,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,DetonatioN FocusMe,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,DetonatioN FocusMe,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,DetonatioN FocusMe,chamber,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,DetonatioN FocusMe,phoenix,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,T1,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,T1,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,T1,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,T1,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,T1,waylay,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,Nongshim RedForce,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,Nongshim RedForce,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,Nongshim RedForce,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,Nongshim RedForce,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,Nongshim RedForce,neon,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,Rex Regum Qeon,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,Rex Regum Qeon,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,Rex Regum Qeon,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,Rex Regum Qeon,neon,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,Rex Regum Qeon,chamber,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,DetonatioN FocusMe,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,DetonatioN FocusMe,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,DetonatioN FocusMe,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,DetonatioN FocusMe,chamber,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,DetonatioN FocusMe,phoenix,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,T1,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,T1,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,T1,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,T1,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,T1,raze,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,Nongshim RedForce,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,Nongshim RedForce,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,Nongshim RedForce,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,Nongshim RedForce,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,Nongshim RedForce,neon,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,DRX,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,DRX,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,DRX,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,DRX,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,DRX,neon,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,FULL SENSE,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,FULL SENSE,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,FULL SENSE,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,FULL SENSE,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,FULL SENSE,raze,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,Paper Rex,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,Paper Rex,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,Paper Rex,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,Paper Rex,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,Paper Rex,raze,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,Global Esports,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,Global Esports,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,Global Esports,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,Global Esports,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Split,Global Esports,veto,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,DRX,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,DRX,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,DRX,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,DRX,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,DRX,jett,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,FULL SENSE,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,FULL SENSE,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,FULL SENSE,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,FULL SENSE,jett,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,FULL SENSE,vyse,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,Paper Rex,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,Paper Rex,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,Paper Rex,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,Paper Rex,jett,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,Paper Rex,brimstone,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,Global Esports,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,Global Esports,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,Global Esports,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,Global Esports,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,Global Esports,veto,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,DRX,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,DRX,neon,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,DRX,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,DRX,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,DRX,cypher,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,FULL SENSE,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,FULL SENSE,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,FULL SENSE,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,FULL SENSE,raze,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,FULL SENSE,killjoy,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,Paper Rex,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,Paper Rex,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,Paper Rex,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,Paper Rex,raze,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,Paper Rex,brimstone,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,Global Esports,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,Global Esports,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,Global Esports,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,Global Esports,veto,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,Global Esports,waylay,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,Nongshim RedForce,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,Nongshim RedForce,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,Nongshim RedForce,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,Nongshim RedForce,neon,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,Nongshim RedForce,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,FULL SENSE,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,FULL SENSE,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,FULL SENSE,raze,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,FULL SENSE,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,FULL SENSE,cypher,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,Nongshim RedForce,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,Nongshim RedForce,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,Nongshim RedForce,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,Nongshim RedForce,brimstone,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,Nongshim RedForce,neon,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,FULL SENSE,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,FULL SENSE,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,FULL SENSE,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,FULL SENSE,brimstone,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,FULL SENSE,raze,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,Paper Rex,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,Paper Rex,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,Paper Rex,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,Paper Rex,brimstone,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,Paper Rex,raze,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,Rex Regum Qeon,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,Rex Regum Qeon,brimstone,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,Rex Regum Qeon,raze,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,Rex Regum Qeon,chamber,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,Rex Regum Qeon,skye,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,Paper Rex,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,Paper Rex,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,Paper Rex,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,Paper Rex,waylay,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,Paper Rex,killjoy,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,Rex Regum Qeon,neon,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,Rex Regum Qeon,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,Rex Regum Qeon,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,Rex Regum Qeon,chamber,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,Rex Regum Qeon,tejo,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,Nongshim RedForce,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,Nongshim RedForce,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,Nongshim RedForce,neon,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,Nongshim RedForce,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,Nongshim RedForce,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,Rex Regum Qeon,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,Rex Regum Qeon,neon,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,Rex Regum Qeon,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,Rex Regum Qeon,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,Rex Regum Qeon,chamber,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,Nongshim RedForce,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,Nongshim RedForce,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,Nongshim RedForce,neon,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,Nongshim RedForce,brimstone,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,Nongshim RedForce,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,Rex Regum Qeon,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,Rex Regum Qeon,brimstone,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,Rex Regum Qeon,chamber,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,Rex Regum Qeon,skye,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,Rex Regum Qeon,raze,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,Nongshim RedForce,yoru,1,0,1
